20210314T0000,-2.6333718,10.799999,216.8699
20210314T0100,-2.9033718,16.1198,203.70265
20210314T0200,-2.6033719,21.734581,206.56505
20210314T0300,-3.2233717,25.582806,219.28941
20210314T0400,-3.533372,26.072052,234.55429
20210314T0500,-2.4033718,33.092598,261.8699
20210314T0600,-1.3333716,40.98312,288.43494
20210314T0700,-2.2233717,50.11246,307.11685
20210314T0800,-2.0233717,16.394829,250.76932
20210314T0900,0.13662827,29.01743,281.44934
20210314T1000,0.14662829,39.88371,300.96375
20210314T1100,-0.09337172,50.33438,310.06793
20210314T1200,-1.0433717,56.35466,311.63354
20210314T1300,-1.6033717,58.96202,310.79102
20210314T1400,-1.9233717,61.58105,310.02002
20210314T1500,-3.4733717,63.532608,311.0943
20210314T1600,-4.2133718,64.15681,314.09064
20210314T1700,-4.7933717,64.97276,317.47006
20210314T1800,-5.0833716,66.42171,319.8366
20210314T1900,-6.2133718,66.09603,323.1925
20210314T2000,-5.8333716,64.3444,330.13586
20210314T2100,-5.943372,61.45148,336.88956
20210314T2200,-6.493372,56.689426,337.9959
20210314T2300,-7.2533717,52.234745,336.43848
20210315T0000,-7.7933717,47.3465,334.7989
20210315T0100,-8.433372,48.98778,330.9863
20210315T0200,-9.513371,52.29426,329.37445
20210315T0300,-11.193372,60.072556,328.97736
20210315T0400,-12.763371,63.59275,329.37
20210315T0500,-13.943372,64.65684,330.29468
20210315T0600,-13.873372,66.05289,331.33972
20210315T0700,-14.343371,66.05289,331.33972
20210315T0800,-15.673372,55.942654,328.15097
20210315T0900,-15.313372,58.424343,327.58295
20210315T1000,-14.983372,61.803726,329.5514
20210315T1100,-14.433372,57.66409,331.67505
20210315T1200,-13.423372,56.35466,332.61652
20210315T1300,-12.513371,53.00931,331.17218
20210315T1400,-11.703372,50.071064,328.8243
20210315T1500,-11.323372,48.325893,326.5467
20210315T1600,-11.383371,49.931103,325.27875
20210315T1700,-11.9733715,52.4378,324.7824
20210315T1800,-12.293372,53.620667,325.6698
20210315T1900,-12.503372,45.872814,328.80493
20210315T2000,-13.113372,42.664177,328.45587
20210315T2100,-13.443372,38.141315,326.15994
20210315T2200,-13.443372,37.162045,324.46234
20210315T2300,-13.183372,35.572662,324.0579
20210316T0000,-13.263371,33.772907,324.10733
20210316T0100,-13.163372,28.673721,321.1155
20210316T0200,-13.333372,27.295977,318.74298
20210316T0300,-13.463372,24.29133,320.41187
20210316T0400,-13.483372,19.64228,318.7153
20210316T0500,-13.543372,15.530151,315.9392
20210316T0600,-13.593371,12.984975,313.8767
20210316T0700,-13.653372,11.753876,310.03027
20210316T0800,-14.063372,6.9899354,281.88867
20210316T0900,-9.113372,7.2805495,278.53076
20210316T1000,-6.4833717,8.64,270.0
20210316T1100,-5.263372,10.495713,264.09387
20210316T1200,-4.183372,12.57426,256.7595
20210316T1300,-3.1533718,14.658676,245.32315
20210316T1400,-2.2133718,17.174677,236.97614
20210316T1500,-1.4233717,19.513195,232.49585
20210316T1600,-0.83337176,20.188908,230.06363
20210316T1700,-0.42337173,19.61587,227.23117
20210316T1800,-0.71337175,16.870138,219.80557
20210316T1900,-2.6433718,13.779114,199.85521
20210316T2000,-3.1433718,11.966953,186.91122
20210316T2100,-3.1133718,10.086427,182.04541
20210316T2200,-3.1933718,8.64,180.0
20210316T2300,-3.2633717,7.2359104,185.71059
20210317T0000,-3.4433718,6.489992,199.44003
20210317T0100,-3.7033718,6.4096174,218.15723
20210317T0200,-3.8733718,6.638072,229.39871
20210317T0300,-3.9733717,6.6087217,240.64226
20210317T0400,-4.0233717,6.151683,249.44395
20210317T0500,-4.033372,5.5887027,255.06857
20210317T0600,-4.0133715,5.2416787,254.0546
20210317T0700,-3.9433718,5.2416787,254.0546
20210317T0800,-5.823372,4.6800003,292.61987
20210317T0900,-1.0233717,3.9763298,275.19443
20210317T1000,1.5066283,4.73506,261.25385
20210317T1100,3.9566283,5.315336,241.69925
20210317T1200,5.276628,7.653705,221.18593
20210317T1300,5.446628,11.298495,210.65067
20210317T1400,5.9766283,14.336861,208.49564
20210317T1500,6.386628,16.610792,209.8989
20210317T1600,6.446628,18.043148,208.61046
20210317T1700,6.056628,18.35647,205.55997
20210317T1800,4.256628,16.418526,195.25513
20210317T1900,1.9366282,16.263872,185.0796
20210317T2000,0.8266283,15.119999,180.0
20210317T2100,0.19662827,13.698934,176.98721
20210317T2200,0.69662833,12.324414,173.29016
20210317T2300,0.88662827,11.570515,174.64418
20210318T0000,1.2266283,13.339445,183.09406
20210318T0100,1.3666283,14.494192,194.3814
20210318T0200,1.3666283,15.256526,199.29004
20210318T0300,1.4966283,17.654688,200.28256
20210318T0400,1.7466283,20.140705,204.27444
20210318T0500,1.9666282,22.782625,211.42957
20210318T0600,1.9366282,22.26768,214.46082
20210318T0700,1.9566282,21.599998,216.8699
20210318T0800,1.0766283,9.957108,220.60129
20210318T0900,2.3866282,11.709688,225.0
20210318T1000,3.0666282,11.720751,227.48956
20210318T1100,3.6166282,10.97262,228.9909
20210318T1200,4.1866283,9.449572,229.63547
20210318T1300,5.136628,8.534353,242.35403
20210318T1400,6.066628,8.287822,267.51044
20210318T1500,6.056628,11.753877,297.34985
20210318T1600,6.1066284,15.815435,318.6914
20210318T1700,5.806628,18.681883,334.91644
20210318T1800,5.076628,21.313093,344.3205
20210318T1900,3.696628,24.648829,353.29016
20210318T2000,2.6166282,26.28,360.0
20210318T2100,1.5566283,28.943642,5.7105865
20210318T2200,0.2066283,30.36403,10.244095
20210318T2300,-1.2233717,31.435646,13.240509
20210319T0000,-2.783372,36.247547,15.554565
20210319T0100,-4.0633717,38.37843,16.905151
20210319T0200,-4.2933717,40.654503,16.99083
20210319T0300,-4.173372,41.792576,17.030151
20210319T0400,-4.3733716,40.870705,17.956161
20210319T0500,-4.823372,41.448494,17.175888
20210319T0600,-5.203372,41.12517,13.67131
20210319T0700,-5.423372,38.768173,10.162079
20210319T0800,-7.923372,31.012281,3.3273926
20210319T0900,-6.703372,34.247337,356.98724
20210319T1000,-5.653372,35.50155,353.59564
20210319T1100,-4.5833716,35.945957,352.51913
20210319T1200,-3.553372,35.945957,352.51913
20210319T1300,-2.5033717,36.302925,352.59308
20210319T1400,-1.6333717,36.516495,350.35196
20210319T1500,-0.93337166,35.02561,347.5351
20210319T1600,-0.58337176,33.790176,345.81573
20210319T1700,-0.6733717,31.006012,344.5115
20210319T1800,-1.2833717,25.729298,342.07208
20210319T1900,-4.053372,15.827721,342.80148
20210319T2000,-4.783372,11.631956,338.1986
20210319T2100,-5.193372,8.587338,326.97614
20210319T2200,-5.383372,7.386582,313.0251
20210319T2300,-5.513372,8.0899935,302.27563
20210320T0000,-5.493372,8.089993,290.85446
20210320T0100,-5.443372,7.9932976,277.76517
20210320T0200,-5.3733716,8.311245,265.03027
20210320T0300,-5.3133717,9.255571,256.50427
20210320T0400,-5.283372,10.24578,251.56506
20210320T0500,-5.2533717,11.631956,248.1986
20210320T0600,-5.2133718,12.245293,245.69547
20210320T0700,-4.933372,13.53236,241.38954
20210320T0800,-4.303372,9.659814,243.43495
20210320T0900,-1.0833718,12.181624,235.8403
20210320T1000,1.2066283,14.689588,233.97263
20210320T1100,3.2666283,16.299694,239.47029
20210320T1200,4.9566283,16.78156,247.28558
20210320T1300,6.406628,18.584509,261.08508
20210320T1400,7.346628,19.852295,274.15967
20210320T1500,7.7466283,20.49156,288.43494
20210320T1600,7.6666284,19.164717,298.00916
20210320T1700,7.326628,16.489416,306.11932
20210320T1800,6.2666283,10.97262,311.0091
20210320T1900,5.7266283,5.991594,302.73523
20210320T2000,5.116628,4.73506,278.74615
20210320T2100,4.546628,4.32,270.0
20210320T2200,4.046628,4.32,270.0
20210320T2300,3.5566282,4.3349743,265.23636
20210321T0000,3.1066282,4.73506,261.25385
20210321T0100,2.7266283,5.1544156,257.90524
20210321T0200,2.3066282,6.0347,252.64598
20210321T0300,1.9366282,6.379216,253.61046
20210321T0400,1.6566283,6.489992,250.55997
20210321T0500,1.4266284,6.830519,251.56506
20210321T0600,1.2766283,7.172949,252.47443
20210321T0700,1.2166283,7.072878,255.25644
20210321T0800,-2.4133718,7.754637,291.8014
20210321T0900,0.3866283,7.771331,283.39252
20210321T1000,4.116628,7.5599995,270.0
20210321T1100,7.386628,9.0,253.7398
20210321T1200,9.446629,14.512064,240.25513
20210321T1300,10.706628,18.171976,236.30994
20210321T1400,11.326628,19.67195,235.43748
20210321T1500,11.666628,19.083395,234.21103
20210321T1600,11.706628,18.289274,233.8068
20210321T1700,11.346628,17.377226,230.04245
20210321T1800,9.656629,14.4,216.8699
20210321T1900,7.806628,12.7279215,208.73979
20210321T2000,6.6066284,11.113451,204.90477
20210321T2100,5.1866283,10.163227,202.9321
20210321T2200,3.8966284,9.178235,205.55997
20210321T2300,2.4866283,7.7879906,213.69006
20210322T0000,1.3766283,6.638072,220.6013
20210322T0100,0.9966283,5.3517847,227.72632
20210322T0200,0.9966283,4.6102495,231.3402
20210322T0300,0.77662826,5.1165614,230.7106
20210322T0400,0.40662828,5.1165614,230.7106
20210322T0500,-0.06337172,4.6102495,231.3402
20210322T0600,-0.4733717,4.6102495,231.3402
20210322T0700,-0.5233717,4.39436,235.00798
20210322T0800,1.0466284,3.6,323.13013
20210322T0900,4.1466284,2.4149535,296.56506
20210322T1000,7.6066284,1.9386592,248.1986
20210322T1100,9.946629,4.510787,208.61046
20210322T1200,10.5266285,8.089993,200.85446
20210322T1300,11.396628,12.413476,196.8584
20210322T1400,12.626628,15.827721,197.19855
20210322T1500,13.226628,19.137648,196.38954
20210322T1600,13.046628,20.780453,194.03624
20210322T1700,12.056628,21.188072,189.78241
20210322T1800,9.856628,17.313717,183.57634
20210322T1900,6.1266284,15.84409,178.69804
20210322T2000,4.446628,13.339445,176.90594
20210322T2100,3.8066282,13.202726,191.00354
20210322T2200,2.8666282,9.47012,188.74615
20210322T2300,2.2466283,7.9932976,187.76517
20210323T0000,2.1566281,6.2145634,190.00798
20210323T0100,2.0566282,4.5536795,198.43495
20210323T0200,1.8566283,3.396233,212.00539
20210323T0300,1.7266283,3.396233,212.00539
20210323T0400,1.5966283,3.319036,220.6013
20210323T0500,1.3566283,2.0991426,239.03624
20210323T0600,1.1666284,2.52,270.0
20210323T0700,1.0166283,2.6208394,285.9454
20210323T0800,3.186628,2.0991426,300.96378
20210323T0900,7.176628,6.12,241.92752
20210323T1000,10.406629,5.8603754,227.48956
20210323T1100,12.336628,7.491114,215.21759
20210323T1200,13.686628,9.021574,208.61046
20210323T1300,14.246628,11.298495,202.47943
20210323T1400,14.726628,14.345898,197.52557
20210323T1500,15.016628,17.654686,196.58734
20210323T1600,14.786628,19.64558,193.7816
20210323T1700,13.946629,20.969805,191.88866
20210323T1800,12.106628,17.81909,188.1301
20210323T1900,8.666628,13.698934,183.01279
20210323T2000,7.046628,11.183201,176.30861
20210323T2100,6.236628,9.47012,171.25385
20210323T2200,5.366628,9.114471,170.90973
20210323T2300,5.0366282,9.3876505,175.60129
20210324T0000,4.9166284,9.3876505,175.60129
20210324T0100,4.806628,9.72,180.0
20210324T0200,4.6666284,9.3876505,184.39871
20210324T0300,4.5366282,8.669949,184.76364
20210324T0400,4.366628,7.928178,182.60257
20210324T0500,4.196628,7.5685663,182.72632
20210324T0600,4.086628,7.208994,182.86241
20210324T0700,4.1466284,7.5685663,182.72632
20210324T0800,5.056628,8.287822,182.48955
20210324T0900,7.736628,8.557102,202.24902
20210324T1000,10.546628,13.039754,186.3402
20210324T1100,12.856628,18.089775,185.71059
20210324T1200,13.956628,21.398056,192.63336
20210324T1300,14.536628,23.023119,189.90419
20210324T1400,14.706628,25.212852,189.86581
20210324T1500,14.336628,26.525429,187.80019
20210324T1600,13.686628,26.795223,186.17018
20210324T1700,12.396628,23.78453,182.60257
20210324T1800,11.296628,21.599998,180.0
20210324T1900,9.546628,16.919998,180.0
20210324T2000,8.696629,14.799459,175.81508
20210324T2100,7.6066284,8.825508,168.2317
20210324T2200,6.906628,8.311245,162.34987
20210324T2300,6.316628,7.754637,158.1986
20210325T0000,5.966628,7.42159,165.96376
20210325T0100,5.696628,7.968939,161.56505
20210325T0200,5.616628,7.628263,160.70996
20210325T0300,5.616628,7.42159,165.96376
20210325T0400,5.486628,7.628263,160.70996
20210325T0500,5.2866282,8.373386,154.53665
20210325T0600,5.2266283,9.339208,152.44719
20210325T0700,5.256628,11.113451,155.09523
20210325T0800,6.1866283,11.874544,165.96376
20210325T0900,7.006628,11.885453,178.2643
20210325T1000,8.036628,15.119999,180.0
20210325T1100,9.426628,19.770523,190.49147
20210325T1200,10.986629,21.288757,198.74133
20210325T1300,11.686628,22.127556,201.9745
20210325T1400,12.2766285,22.553934,204.51964
20210325T1500,12.936628,21.096123,205.25316
20210325T1600,13.686628,19.191748,203.1986
20210325T1700,14.146628,17.58481,202.89055
20210325T1800,13.996628,15.379206,200.55605
20210325T1900,12.486629,11.090103,193.13402
20210325T2000,11.706628,9.726665,182.1211
20210325T2100,10.5266285,4.73506,171.25385
20210325T2200,9.7766285,5.8603754,169.38034
20210325T2300,9.176628,5.771239,176.42366
20210326T0000,8.676628,5.1544156,167.90524
20210326T0100,8.326628,4.896529,162.89728
20210326T0200,8.066628,4.829907,153.43495
20210326T0300,7.806628,4.6938257,147.52881
20210326T0400,7.5166283,4.6102495,141.34018
20210326T0500,7.296628,5.6002855,135.0
20210326T0600,7.066628,6.297428,149.03624
20210326T0700,6.926628,6.9153743,141.34018
20210326T0800,7.116628,7.8954163,133.15239
20210326T0900,8.0266285,9.178235,138.17982
20210326T1000,9.236629,11.119281,150.94539
20210326T1100,9.916628,12.074766,153.43495
20210326T1200,10.486629,12.641076,160.01689
20210326T1300,11.296628,13.627795,167.79953
20210326T1400,12.816628,13.910169,169.56253
20210326T1500,13.436628,15.124284,178.63608
20210326T1600,14.126628,15.188415,185.44034
20210326T1700,16.446629,17.309973,196.92752
20210326T1800,16.826628,18.775303,212.47119
20210326T1900,16.766628,25.277023,234.27261
20210326T2000,14.726628,35.97299,256.1028
20210326T2100,11.346628,17.373497,264.05313
20210326T2200,10.036628,32.789658,278.84183
20210326T2300,8.236629,40.57952,291.32947
20210327T0000,5.336628,31.487143,292.16635
20210327T0100,3.946628,26.474077,292.38013
20210327T0200,3.3966281,25.661207,304.13596
20210327T0300,2.8666282,24.850431,321.46985
20210327T0400,2.2666283,22.553934,335.48035
20210327T0500,1.8666283,16.92383,336.16125
20210327T0600,0.6066283,14.20062,329.53445
20210327T0700,0.34662828,13.397612,329.3003
20210327T0800,2.3066282,17.22742,333.9704
20210327T0900,4.156628,15.111424,347.61926
20210327T1000,5.9366283,14.84318,345.96375
20210327T1100,7.8666286,13.708391,346.32867
20210327T1200,9.056628,12.57426,346.7595
20210327T1300,9.426628,11.090103,346.86597
20210327T1400,9.756628,7.2,360.0
20210327T1500,9.986629,3.7064266,29.05458
20210327T1600,9.836628,4.379589,99.46232
20210327T1700,9.556628,8.435069,129.80557
20210327T1800,8.616629,12.313894,142.12502
20210327T1900,7.0366282,14.982228,144.78241
20210327T2000,5.556628,17.373497,145.98065
20210327T2100,4.156628,11.019764,128.36748
20210327T2200,3.6066282,11.988594,138.65222
20210327T2300,3.2866282,12.904882,149.85861
20210328T0000,3.2866282,13.53236,151.38954
20210328T0100,3.0466282,13.584932,147.99461
20210328T0200,2.8666282,13.281023,147.17145
20210328T0300,2.7466283,13.18308,145.00798
20210328T0400,2.4966283,12.599998,143.1301
20210328T0500,2.3766282,13.004922,138.36646
20210328T0600,2.2966282,13.237038,135.0
20210328T0700,2.3166282,13.551501,140.38931
20210328T0800,2.6566281,14.565548,140.0131
20210328T0900,3.3166282,20.26899,146.59218
20210328T1000,4.1466284,22.226902,155.09523
20210328T1100,4.946628,23.990698,154.20398
20210328T1200,5.5366282,26.727423,152.74467
20210328T1300,4.8766284,27.729347,150.43964
20210328T1400,4.566628,25.762016,146.97614
20210328T1500,4.276628,25.711662,134.43274
20210328T1600,4.196628,25.460936,123.46538
20210328T1700,4.236628,26.925497,119.64986
20210328T1800,4.5166283,25.537172,130.42607
20210328T1900,4.676628,21.166653,138.44739
20210328T2000,4.826628,13.276144,139.3987
20210328T2100,4.846628,4.6938257,147.52881
20210328T2200,4.596628,6.489992,266.8202
20210328T2300,4.1866283,8.4042845,279.8658